rotten_tomatoes_link,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count,release_year,streaming_release_year,release_month,streaming_month
m/10012058-prodigal_sons,Fresh,87.0,30.0,Upright,79.0,476.0,12,26,4,2010,2017,2,2
m/10012063-ghost_writer,Fresh,84.0,206.0,Upright,70.0,60373.0,47,173,33,2010,2016,2,8
m/10012068-repo_men,Rotten,22.0,152.0,Spilled,41.0,100490.0,35,33,119,2010,2014,3,2
m/10012104-7_days,Fresh,80.0,15.0,Upright,68.0,1474.0,2,12,3,2010,2017,2,3
m/10012133-veer,Rotten,40.0,5.0,Spilled,47.0,1151.0,0,2,3,2010,2017,1,3
m/10012136-winters_bone,Fresh,94.0,174.0,Upright,76.0,51756.0,44,164,10,2010,2015,6,12
m/10012141-kids_are_all_right,Fresh,92.0,224.0,Upright,74.0,63588.0,49,207,17,2010,2015,7,12
m/10012150-high_school,Rotten,28.0,54.0,Spilled,48.0,8211.0,18,15,39,2012,2017,6,3
m/10012207-stolen,Rotten,0.0,20.0,Spilled,39.0,2695.0,12,0,20,2010,2016,3,4
m/10012232-killing_jar,Rotten,0.0,8.0,Spilled,36.0,589.0,6,0,8,2010,2017,3,5
m/10012254-la_mission,Rotten,50.0,26.0,Upright,72.0,5867.0,9,13,13,2010,2017,4,3
m/10012256-predators,Fresh,64.0,202.0,Spilled,52.0,159887.0,32,130,72,2010,2015,7,11
m/10012288-wild_hunt,Fresh,82.0,11.0,Upright,74.0,711.0,2,9,2,2010,2012,9,5
m/1001240-arthur,Fresh,88.0,33.0,Upright,77.0,33549.0,7,29,4,1981,2008,7,8
m/1001280-assault_on_precinct_13,Fresh,98.0,43.0,Upright,80.0,24667.0,5,42,1,1976,2016,11,8
m/1001323-attack_of_the_50_foot_woman,Fresh,75.0,12.0,Spilled,20.0,8585.0,0,9,3,1958,2015,1,11
m/1001425-aviator,Rotten,20.0,5.0,Spilled,41.0,239.0,0,1,4,1985,2017,3,1
m/1001428-awakening,Rotten,0.0,5.0,Spilled,22.0,421.0,0,0,5,1980,2008,10,1
m/1001488-babes_in_toyland,Rotten,36.0,11.0,Spilled,59.0,10335.0,1,4,7,1961,2016,12,3
m/1001553-bad_company,Fresh,92.0,12.0,Upright,71.0,2298.0,4,11,1,1972,2013,10,8
m/1001567-bad_news_bears,Fresh,97.0,32.0,Upright,80.0,40382.0,8,31,1,1976,2013,4,8
m/1001572-bad_seed,Fresh,63.0,27.0,Upright,83.0,8639.0,5,17,10,1956,2016,9,4
m/1001634-bang_the_drum_slowly,Fresh,92.0,38.0,Upright,62.0,3796.0,10,35,3,1973,2018,1,8
m/1001816-battleground,Fresh,75.0,8.0,Upright,82.0,2737.0,1,6,2,1949,2008,11,8
m/1001902-beauty_and_the_beast,Fresh,95.0,66.0,Upright,90.0,22615.0,16,63,3,1946,2017,1,1
m/1001_grams,Fresh,82.0,22.0,Spilled,48.0,267.0,7,18,4,2015,2016,5,10
m/1002178-best_of_times,Rotten,31.0,13.0,Spilled,43.0,6519.0,2,4,9,1986,2017,1,3
m/1002205-betrayed,Rotten,42.0,12.0,Spilled,52.0,739.0,3,5,7,1988,2016,8,11
m/1002306-big_brawl,Fresh,67.0,6.0,Spilled,44.0,5475.0,0,4,2,1980,2016,9,7
m/1002352-big_sleep,Fresh,97.0,65.0,Upright,91.0,33511.0,15,63,2,1946,2015,8,9
m/1002407-billy_budd,Fresh,90.0,10.0,Upright,86.0,7.0,0,9,1,1962,2017,11,5
m/1002448-birds,Fresh,95.0,56.0,Upright,83.0,176580.0,10,53,3,1963,2014,3,10
m/1002484-black_christmas,Fresh,71.0,34.0,Upright,75.0,23059.0,4,24,10,1974,2016,12,12
m/1002497-black_hole,Rotten,38.0,32.0,Spilled,45.0,9807.0,4,12,20,1979,2016,1,5
m/1002511-black_pirate,Fresh,100.0,12.0,Upright,68.0,1416.0,1,12,0,1926,2016,3,8
m/1002526-black_sunday,Fresh,69.0,26.0,Upright,64.0,3906.0,6,18,8,1977,2016,3,8
m/1002531-black_widow,Rotten,50.0,22.0,Spilled,40.0,3803.0,2,11,11,1987,2016,2,8
m/1002540-blackmail,Fresh,86.0,22.0,Upright,65.0,4731.0,4,19,3,1929,2016,10,11
m/1002571-blind_date,Rotten,21.0,24.0,Spilled,42.0,18540.0,3,5,19,1987,2012,3,4
m/1002598-blood_and_sand,Fresh,100.0,9.0,Upright,67.0,636.0,0,9,0,1941,2014,5,4
m/1002681-blue_angel,Fresh,96.0,45.0,Upright,87.0,5696.0,12,43,2,1930,2017,4,2
m/1002732-bluebeard,Fresh,100.0,12.0,Spilled,38.0,800.0,3,12,0,1944,2017,11,6
m/1002907-border,Fresh,80.0,10.0,Spilled,53.0,3285.0,1,8,2,1982,2016,1,8
m/1002930-born_yesterday,Fresh,97.0,34.0,Upright,86.0,4780.0,6,33,1,1950,2013,12,1
m/1002939-boston_strangler,Fresh,86.0,14.0,Upright,78.0,58.0,2,12,2,1968,2012,10,9
m/1002947-bounty,Fresh,74.0,19.0,Upright,72.0,10345.0,4,14,5,1984,2016,5,8
m/1002993-boys_from_brazil,Fresh,69.0,32.0,Upright,66.0,7692.0,5,22,10,1978,2016,10,8
m/1003017-brainstorm,Rotten,55.0,20.0,Spilled,56.0,6880.0,1,11,9,1983,2009,9,6
m/1003075-brewsters_millions,Rotten,35.0,23.0,Spilled,55.0,38516.0,0,8,15,1985,2015,5,5
m/1003076-brians_song,Fresh,92.0,13.0,Upright,82.0,9103.0,2,12,1,1970,2013,5,4
m/1003094-brief_encounter,Fresh,91.0,44.0,Upright,91.0,11170.0,15,40,4,1945,2016,11,11
m/1003119-broken_arrow,Fresh,89.0,9.0,Upright,70.0,1025.0,3,8,1,1950,2015,7,11
m/1003120-broken_blossoms,Fresh,95.0,22.0,Upright,71.0,3802.0,5,21,1,1919,2016,5,8
m/1003136-brotherhood,Fresh,67.0,9.0,Spilled,25.0,1013.0,2,6,3,1968,2016,1,3
m/1003217-bug,Rotten,33.0,12.0,Spilled,25.0,2000.0,3,4,8,1975,2014,6,6
m/1003276-burglar,Rotten,27.0,11.0,Spilled,39.0,6731.0,1,3,8,1987,2009,3,1
m/1003296-bus_stop,Fresh,79.0,14.0,Upright,62.0,7934.0,0,11,3,1956,2015,1,11
m/1003318-butch_cassidy_and_the_sundance_kid,Fresh,90.0,51.0,Upright,92.0,71183.0,8,46,5,1969,2015,10,11
m/1003339-bye_bye_birdie,Fresh,89.0,28.0,Upright,66.0,10175.0,6,25,3,1963,2012,4,4
m/1003399-calamity_jane,Fresh,71.0,21.0,Upright,87.0,20693.0,4,15,6,1953,2012,11,10
m/1003436-camelot,Rotten,41.0,17.0,Upright,69.0,8354.0,1,7,10,1967,2016,10,4
m/1003441-camille,Fresh,93.0,14.0,Upright,83.0,4354.0,2,13,1,1936,2016,1,10
m/1003492-cape_fear,Fresh,100.0,22.0,Upright,86.0,17735.0,1,22,0,1962,2015,4,8
m/1003499-captain_blood,Fresh,100.0,27.0,Upright,89.0,8194.0,4,27,0,1935,2008,12,1
m/1003531-captains_courageous,Fresh,94.0,18.0,Upright,89.0,3811.0,0,17,1,1937,2016,6,11
m/1003612-carnival_of_souls,Fresh,86.0,36.0,Upright,73.0,9478.0,5,31,5,1962,2012,9,10
m/1003617-carny,Rotten,50.0,6.0,Spilled,52.0,712.0,2,3,3,1980,2017,6,1
m/1003625-carrie,Fresh,93.0,67.0,Upright,77.0,353052.0,13,62,5,1976,2015,11,8
m/1003707-casablanca,Fresh,99.0,92.0,Upright,95.0,357518.0,23,91,1,1942,2008,11,8
m/1003722-casino_royale,Rotten,25.0,40.0,Spilled,34.0,33192.0,8,10,30,1967,2016,4,3
m/1003747-cat_and_the_canary,Fresh,94.0,16.0,Upright,74.0,1155.0,8,24,1,1927,2017,9,2
m/1003757-cat_people,Fresh,95.0,56.0,Upright,73.0,7786.0,6,53,3,1942,2016,12,11
m/1003758-cat_people,Fresh,61.0,46.0,Spilled,46.0,10352.0,7,28,18,1982,2015,4,9
m/1003780-caught,Fresh,100.0,8.0,Upright,78.0,515.0,0,8,0,1949,2014,1,7
m/1003854-champ,Rotten,36.0,22.0,Upright,82.0,7711.0,5,8,14,1979,2016,3,4
m/1003857-champion,Fresh,93.0,14.0,Upright,74.0,734.0,5,13,1,1949,2013,1,8
m/1003883-charade,Fresh,94.0,49.0,Upright,92.0,42886.0,9,46,3,1963,2015,12,5
m/1003952-charlottes_web,Fresh,77.0,22.0,Upright,67.0,227184.0,1,17,5,1973,2016,2,11
m/1003957-chase,Fresh,89.0,9.0,Upright,74.0,2775.0,0,8,1,1966,2012,2,11
m/1003972-checking_out,Rotten,20.0,5.0,Spilled,18.0,129.0,1,1,4,1989,2017,4,5
m/1004047-children_of_the_corn,Rotten,35.0,26.0,Spilled,40.0,84960.0,0,9,17,1984,2016,1,11
m/1004110-chosen,Fresh,75.0,12.0,Upright,79.0,895.0,5,9,3,1981,2019,8,10
m/1004125-christmas_carol,Fresh,100.0,13.0,Upright,74.0,56572.0,0,13,0,1938,2008,12,12
m/1004141-christmas_in_connecticut,Fresh,88.0,17.0,Upright,75.0,3731.0,3,15,2,1945,2016,1,11
m/1004151-christmas_story,Fresh,89.0,57.0,Upright,88.0,285828.0,7,51,6,1983,2014,11,7
m/1004177-cimarron,Rotten,50.0,24.0,Spilled,25.0,1514.0,6,12,12,1931,2017,1,1
m/1004330-cleopatra,Fresh,62.0,39.0,Upright,69.0,20541.0,10,24,15,1963,2012,6,9
m/1004463-college,Fresh,89.0,19.0,Upright,73.0,2356.0,4,17,2,1927,2016,9,7
m/1004485-colors,Fresh,82.0,34.0,Upright,72.0,28445.0,7,28,6,1988,2015,4,9
m/1004502-coma,Fresh,81.0,26.0,Upright,66.0,7692.0,5,21,5,1978,2013,1,11
m/1004567-commando,Fresh,71.0,34.0,Upright,67.0,138190.0,4,24,10,1985,2015,10,11
m/1004703-convoy,Rotten,43.0,14.0,Upright,73.0,9476.0,3,6,8,1978,2016,6,11
m/1004790-countdown,Fresh,67.0,6.0,Spilled,27.0,252.0,1,4,2,1968,2013,2,12
m/1004798-country_girl,Fresh,86.0,7.0,Upright,77.0,3106.0,0,6,1,1954,2016,12,8
m/1004832-cover_girl,Fresh,95.0,19.0,Upright,70.0,3774.0,4,18,1,1944,2012,3,4
m/1004906-creature_from_the_black_lagoon,Fresh,79.0,42.0,Upright,73.0,23626.0,5,33,9,1954,2015,3,9
m/1004995-crossroads,Fresh,73.0,15.0,Upright,82.0,10497.0,2,11,4,1986,2012,3,4
m/1005090-cutting_class,Rotten,25.0,8.0,Spilled,22.0,3807.0,0,2,6,1989,2019,7,9
m/1005152-damn_yankees,Fresh,76.0,17.0,Upright,69.0,2832.0,5,13,4,1958,2019,9,5
m/1005194-dangerous,Fresh,83.0,6.0,Upright,61.0,694.0,0,5,1,1935,2012,1,4
m/1005199-dangerous_liaisons,Fresh,93.0,30.0,Upright,83.0,46589.0,8,28,2,1988,2008,1,5
m/1005242-dark_mirror,Fresh,71.0,7.0,Spilled,56.0,318.0,1,5,2,1946,2017,10,3
m/1005279-darling,Fresh,67.0,18.0,Upright,71.0,2184.0,3,12,6,1965,2014,1,9
m/1005360-day_of_the_dead,Fresh,81.0,37.0,Upright,75.0,64544.0,3,30,7,1985,2016,7,6
m/1005371-day_the_earth_stood_still,Fresh,95.0,56.0,Upright,87.0,34260.0,6,53,3,1951,2012,1,9
m/1005381-days_of_wine_and_roses,Fresh,100.0,12.0,Upright,88.0,2553.0,1,12,0,1962,2013,12,11
m/1005399-dead_heat,Rotten,11.0,9.0,Spilled,49.0,6206.0,3,1,8,1988,2016,5,8
m/1005412-dead_reckoning,Fresh,67.0,6.0,Upright,66.0,2006.0,0,4,2,1947,2012,1,4
m/1005512-death_in_venice,Fresh,71.0,24.0,Upright,81.0,6409.0,4,17,7,1971,2008,3,1
m/1005521-death_of_a_salesman,Fresh,100.0,8.0,Upright,75.0,4590.0,0,8,0,1985,2016,9,11
m/1005656-demons,Fresh,60.0,10.0,Upright,65.0,10395.0,0,6,4,1985,2016,10,8
m/1005724-desperate_hours,Fresh,86.0,7.0,Upright,79.0,2792.0,0,6,1,1955,2017,1,1
m/1005762-devil_doll,Rotten,20.0,5.0,Spilled,28.0,536.0,0,1,4,1964,2019,1,10
m/1005865-dillinger,Fresh,92.0,13.0,Upright,73.0,2526.0,1,12,1,1973,2017,7,1
m/1005875-dinner_at_eight,Fresh,90.0,20.0,Upright,74.0,2830.0,1,18,2,1933,2009,8,1
m/1005967-distant_thunder,Rotten,43.0,7.0,Spilled,45.0,345.0,1,3,4,1988,2016,11,8
m/1006037-doctor_zhivago,Fresh,84.0,49.0,Upright,88.0,45777.0,15,41,8,1965,2016,12,5
m/1006042-dodge_city,Fresh,100.0,13.0,Upright,74.0,2620.0,1,13,0,1939,2012,4,4
m/1006068-dolls,Fresh,60.0,15.0,Spilled,51.0,8252.0,1,9,6,1987,2016,3,11
m/1006207-dr_jekyll_and_mr_hyde,Fresh,90.0,40.0,Upright,80.0,5650.0,10,36,4,1931,2016,12,1
m/1006234-dracula,Fresh,92.0,48.0,Upright,81.0,44775.0,7,44,4,1931,2014,1,2
m/1006235-dracula,Fresh,60.0,5.0,Spilled,43.0,1284.0,0,3,2,1973,2016,2,7
m/1006236-dracula,Rotten,59.0,17.0,Spilled,58.0,9776.0,1,10,7,1979,2014,7,2
m/1006287-dream_team,Rotten,57.0,14.0,Upright,61.0,8275.0,1,8,6,1989,2016,4,1
m/1006299-dressed_to_kill,Fresh,80.0,50.0,Upright,74.0,10587.0,5,40,10,1980,2016,1,11
m/1006345-duel,Fresh,88.0,41.0,Upright,84.0,35530.0,4,36,5,1972,2015,1,1
m/1006416-east_of_eden,Fresh,85.0,39.0,Upright,90.0,23523.0,5,33,6,1955,2007,4,12
m/1006425-easy_money,Fresh,60.0,10.0,Spilled,58.0,5634.0,3,6,4,1983,2016,8,11
m/1006438-eaten_alive,Rotten,35.0,17.0,Spilled,30.0,3386.0,0,6,11,1977,2017,6,1
m/1006476-oedipus_rex,Fresh,88.0,8.0,Upright,77.0,1873.0,4,7,1,1967,2016,9,10
m/1006527-elephant_man,Fresh,92.0,53.0,Upright,93.0,64544.0,10,49,4,1980,2013,10,8
m/1006646-enforcer,Fresh,68.0,34.0,Spilled,59.0,16007.0,4,23,11,1976,2016,1,5
m/1006648-enforcer,Fresh,88.0,8.0,Upright,70.0,1293.0,0,7,1,1951,2017,2,3
m/1006717-escape_from_new_york,Fresh,86.0,64.0,Upright,77.0,72708.0,9,55,9,1981,2016,1,5
m/1006872-exodus,Fresh,63.0,16.0,Upright,69.0,4255.0,3,10,6,1960,2018,12,1
m/1006917-eyewitness,Fresh,75.0,12.0,Spilled,38.0,1863.0,5,9,3,1981,2017,2,3
m/1007003-fahrenheit_451,Fresh,81.0,36.0,Upright,72.0,25738.0,5,29,7,1966,2014,11,10
m/1007070-fan,Rotten,38.0,16.0,Spilled,32.0,1132.0,1,6,10,1981,2016,5,4
m/1007073-fandango,Rotten,50.0,6.0,Upright,78.0,5733.0,0,3,3,1985,2016,1,3
m/1007105-far_from_the_madding_crowd,Fresh,64.0,28.0,Upright,76.0,1081.0,14,18,10,1967,2014,10,1
m/1007110-farewell_my_lovely,Fresh,76.0,21.0,Upright,73.0,1470.0,5,16,5,1975,2018,8,8
m/1007141-fatal_attraction,Fresh,76.0,54.0,Upright,72.0,53027.0,9,41,13,1987,2013,9,8
m/1007154-father_of_the_bride,Fresh,90.0,31.0,Upright,74.0,13901.0,6,28,3,1950,2009,1,1
m/1007350-fire_and_ice,Fresh,60.0,5.0,Spilled,53.0,8565.0,0,3,2,1983,2016,8,8
m/1007517-flash_gordon,Fresh,83.0,48.0,Upright,69.0,46719.0,7,40,8,1980,2012,12,6
m/1007522-flashback,Rotten,43.0,14.0,Upright,60.0,5804.0,1,6,8,1990,2016,2,8
m/1007538-flesh_and_blood,Fresh,85.0,20.0,Upright,63.0,4358.0,2,17,3,1985,2016,8,11
m/1007555-flight_of_the_phoenix,Fresh,90.0,21.0,Upright,81.0,9209.0,1,19,2,1965,2016,12,8
m/1007573-flipper,Rotten,40.0,5.0,Spilled,49.0,26368.0,0,2,3,1963,2009,8,1
m/1007600-fly,Fresh,95.0,40.0,Upright,70.0,11153.0,5,38,2,1958,2015,7,11
m/1007602-fly,Fresh,92.0,65.0,Upright,83.0,89948.0,12,60,5,1986,2015,8,11
m/1007615-flying_tigers,Fresh,67.0,9.0,Upright,68.0,789.0,0,6,3,1942,2016,1,11
m/1007657-footloose,Rotten,52.0,42.0,Upright,71.0,270317.0,6,22,20,1984,2013,2,8
m/1007745-four_feathers,Fresh,100.0,9.0,Upright,85.0,2888.0,0,9,0,1939,2017,8,3
m/1007832-frantic,Fresh,76.0,42.0,Upright,64.0,22087.0,6,32,10,1988,2008,2,8
m/1007839-freaky_friday,Fresh,70.0,23.0,Spilled,57.0,65759.0,4,16,7,1976,2015,12,12
m/1007910-fright_night,Fresh,92.0,37.0,Upright,76.0,49729.0,5,34,3,1985,2012,1,4
m/1007931-from_here_to_eternity,Fresh,92.0,61.0,Upright,84.0,14883.0,16,56,5,1953,2012,8,4
m/1007949-frosty_the_snowman,Fresh,73.0,15.0,Upright,72.0,35124.0,5,11,4,1969,2016,12,11
m/1007962-fugitive,Fresh,86.0,7.0,Upright,61.0,579.0,0,6,1,1947,2017,11,1
m/1007990-funny_farm,Fresh,65.0,20.0,Spilled,50.0,25811.0,2,13,7,1988,2008,6,10
m/1008015-fury,Fresh,75.0,28.0,Spilled,49.0,5203.0,1,21,7,1978,2016,1,4
m/1008055-galaxy_of_terror,Rotten,31.0,13.0,Spilled,29.0,1098.0,0,4,9,1981,2018,10,5
m/1008080-gambler,Fresh,78.0,9.0,Upright,77.0,1242.0,1,7,2,1974,2016,1,2
m/1008085-game_of_death,Rotten,50.0,12.0,Upright,64.0,32560.0,1,6,6,1978,2017,3,1
m/1008166-general,Fresh,93.0,57.0,Upright,92.0,11508.0,11,53,4,1927,2016,2,9
m/1008243-getaway,Fresh,86.0,21.0,Upright,81.0,9710.0,2,18,3,1972,2014,12,2
m/1008358-girls_girls_girls,Rotten,33.0,6.0,Spilled,50.0,7958.0,0,2,4,1962,2015,11,7
m/1008407-gloria,Fresh,93.0,27.0,Upright,80.0,4691.0,6,25,2,1980,2012,10,1
m/1008415-glory,Fresh,93.0,44.0,Upright,93.0,60231.0,10,41,3,1989,2012,12,4
m/1008437-go_west,Fresh,89.0,9.0,Spilled,59.0,2687.0,0,8,1,1940,2008,6,8
m/1008588-gone_in_60_seconds,Rotten,43.0,14.0,Upright,66.0,196417.0,1,6,8,1974,2017,7,5
m/1008623-goodbye_girl,Fresh,84.0,19.0,Upright,84.0,7479.0,1,16,3,1977,2016,11,7
m/1008627-goodbye_mr_chips,Fresh,82.0,17.0,Upright,87.0,5661.0,0,14,3,1939,2015,7,9
m/1008799-great_gatsby,Rotten,39.0,36.0,Spilled,47.0,20775.0,7,14,22,1974,2016,3,8
m/1008852-great_race,Fresh,74.0,23.0,Upright,83.0,8794.0,2,17,6,1965,2016,7,9
m/1008931-green_berets,Rotten,23.0,13.0,Upright,61.0,9630.0,2,3,10,1968,2015,6,5
m/1008968-grizzly,Rotten,40.0,10.0,Spilled,31.0,1789.0,1,4,6,1976,2016,5,11
m/1008981-group,Fresh,60.0,5.0,Spilled,58.0,261.0,0,3,2,1966,2017,3,4
m/1009027-gullivers_travels,Fresh,69.0,13.0,Spilled,53.0,7274.0,0,9,4,1939,2016,12,8
m/1009058-gung_ho,Rotten,33.0,21.0,Spilled,46.0,7129.0,6,7,14,1986,2014,3,6
m/1009076-gypsy,Fresh,64.0,14.0,Upright,74.0,6403.0,0,9,5,1962,2013,1,3
m/1009096-hairspray,Fresh,98.0,42.0,Upright,80.0,64156.0,9,41,1,1988,2008,2,12
m/1009113-halloween,Fresh,96.0,72.0,Upright,89.0,303224.0,10,69,3,1978,2017,10,3
m/1009123-hamlet,Fresh,95.0,40.0,Upright,80.0,7542.0,8,38,2,1948,2017,5,3
m/1009131-hand,Rotten,11.0,9.0,Spilled,28.0,1904.0,1,1,8,1981,2012,4,6
m/1009219-hardcore,Fresh,76.0,25.0,Upright,67.0,2414.0,1,19,6,1979,2014,1,5
m/1009224-harder_they_fall,Fresh,100.0,12.0,Upright,80.0,2130.0,1,12,0,1956,2012,1,4
m/1009277-haunting,Fresh,88.0,41.0,Upright,82.0,19339.0,7,36,5,1963,2009,9,1
m/1009293-hawaii,Fresh,67.0,9.0,Spilled,53.0,1541.0,4,6,3,1966,2017,10,5
m/1009399-heat,Rotten,17.0,6.0,Spilled,26.0,163.0,2,1,5,1986,2016,11,8
m/1009425-heaven,Fresh,67.0,6.0,Upright,67.0,228.0,1,4,2,1987,2013,4,9
m/1009427-heaven_can_wait,Fresh,88.0,41.0,Upright,68.0,13232.0,8,36,5,1978,2017,6,1
m/1009437-heidi,Fresh,100.0,16.0,Upright,74.0,18184.0,2,16,0,1937,2015,10,11
m/1009583-hidden_fortress,Fresh,97.0,33.0,Upright,93.0,17494.0,4,32,1,1958,2017,1,1
m/1009645-hills_have_eyes,Fresh,65.0,26.0,Spilled,54.0,51983.0,2,17,9,1977,2016,7,10
m/1009649-hindenburg,Rotten,36.0,14.0,Spilled,37.0,2249.0,1,5,9,1975,2016,1,5
m/1009691-hit,Fresh,86.0,14.0,Upright,75.0,2196.0,5,12,2,1984,2009,9,4
m/1009736-hole_in_the_head,Fresh,75.0,8.0,Spilled,49.0,2232.0,0,6,2,1959,2016,7,11
m/1009972-hot_pursuit,Rotten,0.0,5.0,Spilled,43.0,3888.0,0,0,5,1987,2016,5,9
m/100_bloody_acres_2013,Fresh,79.0,38.0,Spilled,47.0,1642.0,13,30,8,2013,2016,6,8
m/100_girls,Fresh,60.0,5.0,Spilled,50.0,39832.0,0,3,2,2000,2016,9,10
m/100_streets,Rotten,41.0,39.0,Spilled,36.0,1547.0,10,16,23,2017,2017,1,4
m/1010002-hound_of_the_baskervilles,Fresh,91.0,11.0,Upright,83.0,6267.0,0,10,1,1939,2017,3,4
m/1010004-hound_of_the_baskervilles,Fresh,94.0,18.0,Upright,72.0,4426.0,1,17,1,1959,2017,7,5
m/1010012-house,Rotten,57.0,14.0,Spilled,46.0,12925.0,1,8,6,1986,2015,2,1
m/1010030-house_of_wax,Fresh,95.0,42.0,Upright,72.0,41371.0,6,40,2,1953,2016,4,4
m/1010034-house_on_haunted_hill,Fresh,88.0,26.0,Upright,73.0,22826.0,4,23,3,1959,2008,2,5
m/1010174-hud,Fresh,82.0,28.0,Upright,89.0,8429.0,4,23,5,1963,2016,5,8
m/1010202-human_factor,Rotten,33.0,6.0,Spilled,23.0,103.0,1,2,4,1979,2012,12,4
m/1010214-hunchback_of_notre_dame,Fresh,92.0,24.0,Upright,76.0,2958.0,3,22,2,1923,2015,9,8
m/1010230-hunter,Rotten,50.0,12.0,Spilled,49.0,3325.0,2,6,6,1980,2016,10,8
m/1010249-hustle,Fresh,63.0,8.0,Spilled,48.0,1297.0,1,5,3,1975,2016,12,8
m/1010263-i_the_jury,Rotten,40.0,10.0,Spilled,39.0,358.0,5,4,6,1982,2015,4,11
m/1010417-imitation_of_life,Fresh,81.0,27.0,Upright,91.0,9590.0,9,22,5,1959,2014,4,3
m/1010440-impulse,Rotten,25.0,8.0,Spilled,21.0,77.0,2,2,6,1990,2014,4,12
m/1010448-in_cold_blood,Fresh,84.0,38.0,Upright,88.0,8635.0,10,32,6,1967,2012,12,4
m/1010526-incubus,Rotten,29.0,7.0,Spilled,22.0,1278.0,0,2,5,1982,2016,9,11
m/1010540-indiscreet,Fresh,100.0,20.0,Upright,69.0,5977.0,6,20,0,1958,2015,5,11
m/1010553-informer,Fresh,94.0,16.0,Upright,77.0,1081.0,0,15,1,1935,2015,5,5
m/1010555-inherit_the_wind,Fresh,92.0,26.0,Upright,91.0,9642.0,2,24,2,1960,2016,11,12
m/1010644-intolerance,Fresh,97.0,37.0,Upright,77.0,4908.0,7,36,1,1916,2016,9,8
m/1010672-invaders_from_mars,Fresh,82.0,11.0,Spilled,56.0,2765.0,0,9,2,1953,2017,4,8
m/1010673-invaders_from_mars,Rotten,33.0,15.0,Spilled,33.0,3514.0,0,5,10,1986,2017,6,5
m/1010678-invasion_of_the_body_snatchers,Fresh,98.0,57.0,Upright,85.0,19182.0,10,56,1,1956,2016,1,10
m/1010679-invasion_of_the_body_snatchers,Fresh,93.0,58.0,Upright,81.0,35411.0,9,54,4,1978,2017,12,1
m/1010695-invisible_man,Fresh,94.0,51.0,Upright,85.0,11170.0,9,48,3,1933,2016,11,4
m/1010745-island,Rotten,40.0,5.0,Spilled,51.0,7403.0,0,2,3,1980,2016,6,4
m/1010752-island_of_dr_moreau,Rotten,56.0,25.0,Spilled,40.0,2513.0,3,14,11,1977,2016,7,11
m/1010762-islands_in_the_stream,Fresh,88.0,8.0,Upright,63.0,127.0,1,7,1,1977,2016,3,8
m/1010770-it,Fresh,87.0,15.0,Upright,81.0,4773.0,2,13,2,1927,2017,2,5
m/1010793-its_alive,Fresh,74.0,23.0,Spilled,40.0,6171.0,0,17,6,1973,2016,12,4
m/1010824-ivanhoe,Fresh,81.0,16.0,Upright,64.0,5038.0,3,13,3,1952,2013,7,12
m/1010837-jack_and_the_beanstalk,Rotten,43.0,7.0,Spilled,38.0,437.0,0,3,4,1952,2014,4,11
m/1010889-jamaica_inn,Rotten,57.0,21.0,Spilled,36.0,4025.0,5,12,9,1939,2016,10,12
m/1010939-jason_and_the_argonauts,Fresh,89.0,45.0,Upright,79.0,22745.0,5,40,5,1963,2012,6,4
m/1010978-jazz_singer,Fresh,75.0,28.0,Spilled,56.0,4506.0,4,21,7,1927,2009,10,1
m/1010979-jazz_singer,Rotten,19.0,21.0,Upright,70.0,4953.0,4,4,17,1980,2016,12,10
m/1011028-jesus_christ_superstar,Rotten,52.0,25.0,Upright,76.0,36376.0,3,13,12,1973,2016,8,4
m/1011176-johnny_belinda,Fresh,89.0,9.0,Upright,88.0,1429.0,0,8,1,1948,2016,9,11
m/1011295-judex,Fresh,90.0,10.0,Upright,82.0,390.0,1,9,1,1963,2016,12,9
m/1011328-julius_caesar,Fresh,95.0,22.0,Upright,81.0,5248.0,6,21,1,1953,2008,6,1
m/1011329-julius_caesar,Rotten,40.0,5.0,Spilled,35.0,2698.0,2,2,3,1970,2018,1,11
m/1011338-jungle_book,Rotten,57.0,14.0,Spilled,56.0,897.0,4,8,6,1942,2014,1,8
m/1011392-kansas,Rotten,20.0,10.0,Spilled,19.0,1402.0,1,2,8,1988,2017,1,2
m/1011487-kickboxer,Rotten,36.0,11.0,Upright,65.0,51359.0,3,4,7,1989,2017,9,1
m/1011495-kid_galahad,Rotten,40.0,5.0,Spilled,57.0,5126.0,0,2,3,1962,2005,1,12
m/1011558-killer_elite,Rotten,50.0,14.0,Spilled,34.0,2003.0,3,7,7,1975,2017,12,4
m/1011605-king_and_i,Fresh,96.0,26.0,Upright,83.0,61003.0,4,25,1,1956,2015,6,11
m/1011615-king_kong,Fresh,98.0,64.0,Upright,86.0,90136.0,12,63,1,1933,2008,1,11
m/1011617-king_kong,Rotten,53.0,40.0,Spilled,31.0,57614.0,7,21,19,1976,2017,12,1
m/1011623-king_of_comedy,Fresh,89.0,62.0,Upright,90.0,27041.0,11,55,7,1983,2015,1,12
m/1011626-king_of_kings,Fresh,85.0,20.0,Upright,77.0,4345.0,5,17,3,1961,2008,10,11
m/1011638-king_solomons_mines,Fresh,92.0,12.0,Spilled,59.0,3242.0,0,11,1,1950,2012,11,4
